ScoreDiff_P4,WinProb_Team1,CI_low,CI_high
-132.9,0.03769995305899746,0.004773620039120733,0.13472368616173236
-131.586,0.03874361369622619,0.004976923752983279,0.1372761125373189
-130.272,0.03981497094501858,0.005213206175636021,0.1395807596031647
-128.958,0.04091469290446652,0.00546563367282412,0.14075120556093576
-127.644,0.04204346004654586,0.005730218258842777,0.14336342330631607
-126.33000000000001,0.04320196522882085,0.006007538641597255,0.14614788515789504
-125.016,0.04439091369203886,0.006298200392237211,0.1487902873512818
-123.702,0.045611023041627334,0.006602837123551051,0.150761279866657
-122.388,0.04686302321207009,0.0069221117131359495,0.1542791950368678
-121.07400000000001,0.04814765641310325,0.007256717572323096,0.15753839685420404
-119.76,0.0494656770566375,0.007607379961775055,0.16024271655195876
-118.446,0.050817851663277125,0.00797485735459592,0.1629844902687926
-117.132,0.05220495874727324,0.008359942847705385,0.1657639281484417
-115.81800000000001,0.05362778867871529,0.008649183789362108,0.16858123048943788
-114.504,0.055087143521731975,0.008923918944229595,0.17143658734444894
-113.19,0.05658383684744268,0.009207322852221407,0.1743016298703459
-111.876,0.058118693520370995,0.009499664728997754,0.1770712495952371
-110.56200000000001,0.05969254945700444,0.009801221846188757,0.18018968003650013
-109.248,0.061306251355158235,0.010112279751322237,0.18323097039829653
-107.934,0.06296065639277952,0.010494683560046564,0.18624956692794614
-106.62,0.06465663189480692,0.010934568827383207,0.1893064358045607
-105.30600000000001,0.06639505496668335,0.011392708508897195,0.19240168186995327
-103.992,0.06817681209310639,0.011870671073377208,0.19537436404844807
-102.678,0.0700027987005906,0.012370856668927212,0.19774763780912724
-101.364,0.07187391868241008,0.01289184336022739,0.20089621439972766
-100.05000000000001,0.07379108388448867,0.013438250231719814,0.20453545687327304
-98.736,0.07575521355080916,0.0140078104538386,0.20756322837321864
-97.422,0.07776723372692189,0.014607376055499598,0.21020113984365002
-96.108,0.07982807662014892,0.01520898113075583,0.2130688723898127
-94.79400000000001,0.08193867991510251,0.015843446539179185,0.21832844389638253
-93.48,0.08409998604316345,0.01650400585166822,0.2222153211476108
-92.166,0.0863129414046035,0.017196026571988782,0.22573252121759207
-90.852,0.08857849554207921,0.01791653561241473,0.2292662968600217
-89.53800000000001,0.09089760026427718,0.018666660580959383,0.23283877537353492
-88.224,0.09327120871855327,0.019451915606828747,0.23644986132303245
-86.91,0.09570027441147874,0.020271114016179755,0.24011074063701046
-85.596,0.09818575017628899,0.021286753917224146,0.24384132427949753
-84.28200000000001,0.10072858708632146,0.02245257314759014,0.24758069814778363
-82.968,0.10332973331363259,0.02359423767798256,0.2514907417691401
-81.654,0.10599013293209844,0.02450473957583431,0.25633621538293033
-80.34,0.10871072466442999,0.025449467302533387,0.26131110521990125
-79.02600000000001,0.11149244057267367,0.026339204312570846,0.2662983834971369
-77.712,0.11433620469191746,0.02718327512977756,0.2712758570590615
-76.398,0.11724293160709033,0.028423801238192985,0.2759701183940745
-75.084,0.12021352497291853,0.02959550065239971,0.28152648010064174
-73.77000000000001,0.12324887597729582,0.030730341017313548,0.28675440073789243
-72.456,0.1263498617485286,0.03190727264249845,0.29201382791590547
-71.142,0.12951734370713752,0.033127745419914305,0.2972216071339409
-69.828,0.1327521658631296,0.03439325051234013,0.30085970112553195
-68.51400000000001,0.1360551530599024,0.0358004725209468,0.305364167192246
-67.2,0.13942710916620066,0.037089218406014805,0.31160586709125465
-65.886,0.14286881521782221,0.03846442727753538,0.3165089010632442
-64.572,0.14638102751105306,0.03992157886067382,0.3213919591434339
-63.25800000000001,0.14996447565011378,0.04143611198335977,0.32586922569843657
-61.944,0.15361986055120574,0.04306402847514765,0.3300066447377507
-60.629999999999995,0.1573478524060706,0.0446222290257253,0.33592897845280295
-59.316,0.161149088608304,0.04640408263385724,0.3405931340707397
-58.00200000000001,0.16502417164600566,0.04821273893802487,0.34406400390491787
-56.688,0.1689736669646937,0.049846325404795395,0.34752116808508066
-55.373999999999995,0.17299810080476366,0.05171103516870897,0.35099448221571805
-54.06,0.17709795801812955,0.054071747011247256,0.35617580241471763
-52.74600000000001,0.18127367986904355,0.05663148746493023,0.36063004967924384
-51.432,0.18552566182444852,0.059135480385702356,0.3691182010393587
-50.117999999999995,0.1898542513395783,0.061553478828949536,0.37562839933098796
-48.804,0.19425974564487103,0.06406363354453225,0.38037971502420465
-47.49000000000001,0.198742389540611,0.06666889905478898,0.38511828702465856
-46.176,0.20330237320604921,0.06937227835161824,0.3898132437956326
-44.861999999999995,0.20793983003008168,0.07197923571562538,0.3925609788764064
-43.548,0.21265483447087444,0.07404249560352297,0.39947783323538916
-42.23400000000001,0.2174473999521172,0.0761604000032058,0.405508001077874
-40.92,0.22231747680386157,0.07890334515214271,0.4126475526404707
-39.605999999999995,0.22726495025614632,0.08217737129975983,0.4189647233834898
-38.292,0.23228963849383555,0.08418699647550308,0.42488102392158633
-36.97800000000001,0.2373912907812844,0.08625732023915084,0.43231623871992475
-35.664,0.24256958566560535,0.08881122003259052,0.4387824555129745
-34.349999999999994,0.24782412926742636,0.0919693472339375,0.44401442538328456
-33.036,0.2531544536681152,0.09522829812827648,0.44909592337493665
-31.72200000000001,0.25856001540247775,0.09860885885534944,0.45474412759272553
-30.408,0.2640401940659318,0.10211012593528208,0.4615407666008272
-29.093999999999994,0.2695942910450986,0.10572114338581891,0.468106576969193
-27.78,0.27522152838064745,0.10944430859125714,0.47447866653348203
-26.466000000000008,0.2809210477710662,0.11309030885586481,0.4809528263422042
-25.152,0.2866919097258134,0.11637660973741237,0.4870414007704466
