mean_pred,frac_positive
0.07582795574426678,0.0
0.17032987777027683,0.25
0.26375773729420193,0.0
0.38071205082939097,1.0
0.4621226777380595,0.0
0.5589409640108823,0.0
0.6341977508781359,1.0
0.7536190101845064,1.0
0.8603287769071257,1.0
