LifeDiff,WinProb_medTime,CI_low,CI_high,WinProb_fastTime,WinProb_slowTime
-16.2,0.012503261010639649,0.0009378714662277477,0.06978430818652907,0.011435993180995994,0.013510860445419472
-16.067999999999998,0.012936382802660224,0.0009862735673939716,0.07116422539232646,0.011832587062102535,0.013978392114712737
-15.936,0.013384304883486253,0.0010414932895556246,0.07279023001918875,0.01224276426770291,0.014461865137887544
-15.803999999999998,0.013847518680381723,0.0011022388672505684,0.07445042893060297,0.01266697802000313,0.014961806387037178
-15.671999999999999,0.01432653093083077,0.001166524584665828,0.07614540434246764,0.013105695817795266,0.01547875897594529
-15.54,0.014821864088184988,0.001234556322457289,0.0776234175023687,0.013559399826236673,0.01601328267780182
-15.408,0.015334056732841113,0.0013052168882269222,0.07896272246175429,0.014028587272900739,0.01656595434757581
-15.276,0.015863663988594203,0.0013764082652734696,0.08065157430854644,0.014513770849846624,0.01713736834858501
-15.143999999999998,0.016411257943766487,0.0014514773575989696,0.0822285365835778,0.015015479121418086,0.01772813698274967
-15.011999999999999,0.016977428076665305,0.0015306347637730803,0.08381061307033695,0.015534256937442344,0.01833889092396357
-14.879999999999999,0.017562781684872242,0.001614102449913285,0.08542030413557068,0.016070665851456886,0.018970279653956652
-14.748,0.01816794431781225,0.0017021143553691278,0.08705798225476526,0.0166252845435474,0.019622971899960883
-14.616,0.018793560211993184,0.0017949170297872337,0.08877111183125493,0.017198709247330576,0.020297656073425246
-14.483999999999998,0.01944029272824558,0.0018927703030819263,0.0906568142125711,0.0177915541805642,0.0209950407089551
-14.351999999999999,0.020108824790226867,0.001995947989898671,0.09257850359257697,0.018404451978811413,0.021715854902576964
-14.219999999999999,0.020799859323385468,0.0021047386302211596,0.09453669294943282,0.0190380541315269,0.022460848748350942
-14.088,0.021514119693506483,0.002219446267837303,0.09653189510120684,0.019693031419870062,0.02323079377226939
-13.956,0.022252350143883548,0.0023403912684447385,0.09856462232665039,0.020370074355483776,0.024026483362293252
-13.823999999999998,0.023015316230079266,0.0024679111792420927,0.10062214812568733,0.021069893619406466,0.02484873319328436
-13.692,0.023803805251149737,0.002602361631918228,0.10261049305842883,0.021793220500210125,0.025698381645494695
-13.559999999999999,0.024618626676118242,0.002744117291017447,0.10421466491117724,0.022540807330378318,0.02657629021517189
-13.427999999999999,0.02546061256438609,0.0028935728497237116,0.10584102187045573,0.023313427919853476,0.02748334391573194
-13.296,0.026330617978668664,0.0030514649294641825,0.10748977818939578,0.024111877985595487,0.028420451667838915
-13.164,0.027229521388938163,0.0032180045345124707,0.10918369720008388,0.024936975575899738,0.0293885466766132
-13.032,0.028158225065744003,0.003393602827679818,0.11135360962588653,0.025789561488125362,0.030388586794067904
-12.899999999999999,0.029117655461165595,0.003578749098932302,0.11356115056629675,0.026670499678381306,0.031421554864745134
-12.767999999999999,0.03010876357553137,0.0037739586791761875,0.11579754585901472,0.027580677661610264,0.032488459052391616
-12.636,0.031132525307911833,0.003979774282686986,0.11806443459247241,0.02852100690039777,0.03359033314537582
-12.504,0.032189941788262864,0.004196767413825561,0.12036972068142689,0.02949242318071524,0.03472823683840586
-12.372,0.03328203968895998,0.004421723317472755,0.12271381704103629,0.030495886972683628,0.03590325598796165
-12.239999999999998,0.034409871513323094,0.004655757964486482,0.12509713149520985,0.03153238377431557,0.03711650283870315
-12.107999999999999,0.0355745158585856,0.004902120349760763,0.12720472836640095,0.03260292443606123,0.03836911621796104
-11.975999999999999,0.03677707765061222,0.005161453304249915,0.12908036364993086,0.033708545463845115,0.0396622616952584
-11.844,0.038018688347515456,0.0054344324654162,0.13097956500483227,0.03485030929813829,0.04099713170364875
-11.712,0.039300506109162685,0.0057217678735331035,0.13316689107754506,0.03602930456646315,0.04237494561949158
-11.579999999999998,0.04062371592940542,0.006024205637085675,0.13558144298083832,0.037246646306576925,0.0437969497971197
-11.447999999999999,0.0419895297276968,0.006342529669288452,0.13814743785222985,0.03850347615742343,0.04526441755468362
-11.315999999999999,0.04339918639659859,0.0066775634976799034,0.14096984710065355,0.039800962514784745,0.046778649107290064
-11.184,0.044853951801509376,0.007030172148671202,0.14384030095724423,0.041140300648401,0.048340971443381925
-11.052,0.04635511872877752,0.0074012641088241566,0.14674855602090064,0.04252271277716171,0.049952738140139584
-10.919999999999998,0.04790400677819336,0.007791793364504453,0.14970384862075556,0.043949448098805514,0.05161532911351874
-10.788,0.049501962195686595,0.008202761521399916,0.15270806827170885,0.04542178277039569,0.053330150298377094
-10.655999999999999,0.051150357641889126,0.008635220005206026,0.15514510174636584,0.04694101983567052,0.05509863325398651
-10.524,0.0528505918920603,0.00907743802516289,0.15756788224471607,0.04850848909519805,0.05692223469007568
-10.392,0.054604089462713924,0.00956683428772878,0.16002139289132183,0.05012554691509836,0.05880243590840777
-10.259999999999998,0.056412300160133,0.01007068516127586,0.1625057989409725,0.051793575969929936,0.06074074215476355
-10.128,0.058276698545814534,0.010600409043223112,0.1650212591711416,0.05351398491517685,0.06273868187608128
-9.995999999999999,0.06019878331375148,0.011187701084495886,0.16756792563162054,0.05528820798461674,0.06479780587739878
-9.863999999999999,0.06218007657433367,0.011827502563356455,0.17088384316609326,0.05711770450769903,0.066919686373151
-9.732,0.0642221230395419,0.012504971069474504,0.17432679940889897,0.05900395834192377,0.06910591592730903
-9.599999999999998,0.06632648910401204,0.013221342842461856,0.1778193466722548,0.06094847721507834,0.07135810627679326
-9.468,0.06849476181647074,0.013978174145832675,0.1813665080663965,0.06295279197207089,0.07367788703257
