ScoreDiff_P4,Map,WinProb_Team1,CI_low,CI_high
-157.1,Hacienda,0.0221685404704578,0.0033759095887511,0.0880283307360265
-155.654,Hacienda,0.0229988423837299,0.0035330885067064,0.0906454302083361
-154.208,Hacienda,0.0238594836690473,0.0037134950370264,0.0929751442948007
-152.762,Hacienda,0.0247515151566285,0.0039030800958511,0.0953481342967416
-151.316,Hacienda,0.0256760196797643,0.0041023070004322,0.0977751967208551
-149.87,Hacienda,0.0266341127104596,0.0043116620650694,0.1002529808914199
-148.424,Hacienda,0.0276269429795056,0.0045316557012847,0.1027711882751647
-146.978,Hacienda,0.0286556930779483,0.0047628235662503,0.1053452710938068
-145.53199999999998,Hacienda,0.0297215800366838,0.0050057277611111,0.1079760951840755
-144.08599999999998,Hacienda,0.0308258558806667,0.0052129153931324,0.1106645207006893
-142.64,Hacienda,0.0319698081539611,0.0054236674253327,0.1134265192601516
-141.194,Hacienda,0.033154760411594,0.005642906124944,0.1162656994224126
-139.748,Hacienda,0.0343820726738943,0.0058821095686502,0.1191665471830613
-138.302,Hacienda,0.0356531418387127,0.0061811863944314,0.1221299217580396
-136.856,Hacienda,0.0369694020466165,0.0064964769442471,0.1251567555579855
-135.41,Hacienda,0.0383323249938495,0.0068277395537635,0.1288451620665934
-133.964,Hacienda,0.0397434201875283,0.0071757717988109,0.1326145440107945
-132.518,Hacienda,0.0412042351372256,0.0075414098766997,0.1364684335861328
-131.072,Hacienda,0.04271635547676,0.0079255303500496,0.1404162174268373
-129.626,Hacienda,0.0442814050096788,0.0083290519559385,0.1444504671225437
-128.18,Hacienda,0.0459010456715833,0.0087529374813314,0.1485798216955648
-126.734,Hacienda,0.0475769774021062,0.0092025217495521,0.1528062308764939
-125.288,Hacienda,0.0493109379190159,0.0096799339667024,0.1571307673531121
-123.842,Hacienda,0.0511047023865839,0.0101818593129964,0.1615544443642557
-122.396,Hacienda,0.0529600829700291,0.0107095293896813,0.1658799599088321
-120.95,Hacienda,0.0548789282675283,0.0112642348035077,0.1703881388897624
-119.504,Hacienda,0.0568631226109799,0.0118402262091643,0.175501685500511
-118.058,Hacienda,0.0589145852264163,0.0124134656109071,0.1803571648266169
-116.612,Hacienda,0.0610352692446912,0.0130140941685587,0.1853024254400965
-115.166,Hacienda,0.0632271605528259,0.0136640246922155,0.1903518160968003
-113.72,Hacienda,0.0654922764761836,0.0143543309762102,0.1950752202049002
-112.274,Hacienda,0.0678326642814639,0.0150609096828537,0.1998397695933064
-110.828,Hacienda,0.070250399490374,0.0157125552013755,0.2046896149010851
-109.382,Hacienda,0.072747583993746,0.0164760483233068,0.2096163174351703
-107.936,Hacienda,0.0753263439558347,0.0174141737959173,0.2146296000566873
-106.49,Hacienda,0.0779888274985603,0.0183552005184703,0.2197294501154187
-105.044,Hacienda,0.0807372021555601,0.0192778858870137,0.2255095158652776
-103.598,Hacienda,0.0835736520860852,0.0202459987239454,0.2314526987902991
-102.152,Hacienda,0.0865003750390414,0.0212616773454225,0.2375045079169611
-100.706,Hacienda,0.0895195790578271,0.022327150628348,0.2431255493174534
-99.26,Hacienda,0.092633478917078,0.0234447407982137,0.2487806767202302
-97.814,Hacienda,0.0958442922829947,0.0246168661876431,0.2545231332440857
-96.368,Hacienda,0.0991542355896164,0.0258471704255332,0.2603522241045726
-94.922,Hacienda,0.1025655196242223,0.0271391450126339,0.2677139768637502
-93.476,Hacienda,0.1060803448159872,0.028493814438678,0.2748163277800378
-92.03,Hacienda,0.109700896223121,0.0299140283818639,0.2798372705978716
-90.584,Hacienda,0.1134293382149634,0.0314027464021781,0.2848857902785524
-89.13799999999999,Hacienda,0.1172678088469138,0.0329630401397904,0.2906900272665301
-87.692,Hacienda,0.1212184139276472,0.0345624840256118,0.2969567252873849
-86.246,Hacienda,0.1252832207798019,0.0359338694361205,0.3031718771017388
-84.8,Hacienda,0.1294642516972393,0.0378021576228705,0.3097797020463073
-83.354,Hacienda,0.1337634771040598,0.0397465101160194,0.3163464396753448
-81.908,Hacienda,0.1381828084228141,0.0415874781365036,0.3236646334452792
-80.462,Hacienda,0.1427240906617825,0.0433574163009883,0.3310810203996713
-79.01599999999999,Hacienda,0.1473890947337887,0.0452125900335532,0.3385822749307282
-77.57,Hacienda,0.1521795095217709,0.0471432480483982,0.3461655347018925
-76.124,Hacienda,0.1570969337092408,0.0491521221353888,0.3538241021429866
-74.678,Hacienda,0.1621428673967994,0.0512420134235311,0.3615317005056352
-73.232,Hacienda,0.1673187035290453,0.0534157914657972,0.3692830521406974
-71.786,Hacienda,0.1726257191594739,0.0555820507249682,0.3758722770220629
-70.34,Hacienda,0.1780650665843031,0.0578114777863409,0.383987946974471
-68.89399999999999,Hacienda,0.1836377643795575,0.0601258150768482,0.3924090516428461
-67.448,Hacienda,0.1893446883791463,0.0630094792074915,0.4001035086759509
-66.002,Hacienda,0.1951865626350715,0.0656519509687313,0.4082982988552547
-64.556,Hacienda,0.2011639504042366,0.0686394232990572,0.4173750730037763
-63.11,Hacienda,0.207277245209577,0.0712209674040848,0.4247932930309088
-61.664,Hacienda,0.2135266620263337,0.0740464816347702,0.431442276413135
-60.218,Hacienda,0.2199122286472123,0.0765269940708763,0.4387947853383099
-58.77199999999999,Hacienda,0.2264337772828422,0.0797610234475651,0.4474643830629107
-57.32599999999999,Hacienda,0.2330909364563411,0.0835072896481252,0.4561660463059033
-55.879999999999995,Hacienda,0.2398831232528337,0.0870652168825232,0.4648945548529549
-54.434,Hacienda,0.2468095359864133,0.0906224416729118,0.473602532509472
