ScoreDiff_P4,Map,WinProb_Team1,CI_low,CI_high
-157.1,Combine,0.0104119634071813,0.0020976881317662,0.0381543305294991
-155.654,Combine,0.0108068001991266,0.0021869462866546,0.0389881109017763
-154.208,Combine,0.0112164400679903,0.0022723599422679,0.0398784522094367
-152.762,Combine,0.0116414249039387,0.0023620055843031,0.0410410377145779
-151.316,Combine,0.0120823154232324,0.0024649559313447,0.0422318123382944
-149.87,Combine,0.0125396917438825,0.0025769524417969,0.0437072183939771
-148.424,Combine,0.0130141539726732,0.0027057527487485,0.0454191993118951
-146.978,Combine,0.0135063228032324,0.0028398360353553,0.0468079050692213
-145.53199999999998,Combine,0.0140168401247706,0.0029829443820034,0.0479215629411493
-144.08599999999998,Combine,0.0145463696410372,0.0031318373226118,0.0490511179255477
-142.64,Combine,0.0150955974989768,0.003288192748318,0.0502058974172664
-141.194,Combine,0.0156652329264837,0.0034526883219304,0.0515693459728341
-139.748,Combine,0.0162560088785712,0.0036253832060133,0.0530513211862003
-138.302,Combine,0.0168686826911796,0.003806683036623,0.0548027520928881
-136.856,Combine,0.0175040367417491,0.0039970132034112,0.0566750888006688
-135.41,Combine,0.0181628791155774,0.0041968197793341,0.0583881563248787
-133.964,Combine,0.0188460442768687,0.0044065704907858,0.0606025139325984
-132.518,Combine,0.0195543937432608,0.0046199410802984,0.0628726622187851
-131.072,Combine,0.0202888167624846,0.0048477174863772,0.0652156540857323
-129.626,Combine,0.0210502309896753,0.0050925870082476,0.0667975510780109
-128.18,Combine,0.0218395831637038,0.0053409083594669,0.0683815755866478
-126.734,Combine,0.0226578497807436,0.0055541955212953,0.070125717223707
-125.288,Combine,0.0235060377631177,0.0057759513010735,0.0729199086174818
-123.842,Combine,0.0243851851212981,0.0060130893223891,0.0758112486447061
-122.396,Combine,0.0252963616067389,0.0063100181139516,0.0787989799426644
-120.95,Combine,0.0262406693530308,0.0066215255561907,0.0818941910326732
-119.504,Combine,0.0272192435026529,0.0069486354681572,0.0850972809989712
-118.058,Combine,0.0282332528163814,0.007291810247829,0.087903742544088
-116.612,Combine,0.0292839002621827,0.0076518126296233,0.0910794581850518
-115.166,Combine,0.0303724235801784,0.008028102267009,0.093564143753662
-113.72,Combine,0.0315000958200152,0.0083260321996472,0.0961097392743594
-112.274,Combine,0.0326682258467134,0.0086350050097509,0.0987602326314038
-110.828,Combine,0.0338781588107889,0.0090790351600846,0.1026936291662089
-109.382,Combine,0.035131276578162,0.0095990679836686,0.1067774201949195
-107.936,Combine,0.0364289981150723,0.0101505770303243,0.1110021241840454
-106.49,Combine,0.0377727798229126,0.0106203699543694,0.1145879060430983
-105.044,Combine,0.0391641158175843,0.0110772333625507,0.1177213146206861
-103.598,Combine,0.040604538147657,0.0115535419945124,0.1209398573481707
-102.152,Combine,0.0420956169452845,0.0120501043744852,0.1239161251768931
-100.706,Combine,0.0436389605035031,0.0126677801642111,0.1269357044479
-99.26,Combine,0.0452362152731946,0.013322972536546,0.1314900855400184
-97.814,Combine,0.0468890657726664,0.014011597033503,0.1369411714975179
-96.368,Combine,0.0485992344024548,0.0147353095951196,0.1419146529611677
-94.922,Combine,0.0503684811576282,0.0154654446194262,0.1460653350657231
-93.476,Combine,0.0521986032295322,0.015954985429335,0.1517699472195278
-92.03,Combine,0.0540914344885969,0.0165044880781369,0.1579026568795548
-90.584,Combine,0.0560488448395148,0.0173498195791798,0.1620280841059156
-89.13799999999999,Combine,0.0580727394398002,0.0179781875135702,0.1666641106370676
-87.692,Combine,0.0601650577724641,0.0186431057068087,0.1727841602204439
-86.246,Combine,0.0623277725632829,0.0195321471588364,0.1789968473831561
-84.8,Combine,0.0645628885329127,0.0204627736640199,0.1846758922187978
-83.354,Combine,0.0668724409739105,0.0214446155799194,0.1906354780646303
-81.908,Combine,0.0692584941425669,0.0223919305603459,0.1975427153101999
-80.462,Combine,0.0717231394553487,0.0232851094213138,0.2046369458906949
-79.01599999999999,Combine,0.0742684934796947,0.0242067220368674,0.2119186678832234
-77.57,Combine,0.0768966957089066,0.0251611667222415,0.2193880308622567
-76.124,Combine,0.0796099061109526,0.0261522394742505,0.227044816986387
-74.678,Combine,0.0824103024411367,0.0269826812623524,0.2348884228155986
-73.232,Combine,0.085300077308818,0.0282504301321136,0.2429178420449393
-71.786,Combine,0.088281434988676,0.0293653912135715,0.2495008979511271
-70.34,Combine,0.0913565879674328,0.0305503939723711,0.2543377141685369
-68.89399999999999,Combine,0.0945277532174647,0.0318956136861401,0.262575463077862
-67.448,Combine,0.0977971481893731,0.0329669568512881,0.2710954863413156
-66.002,Combine,0.1011669865163454,0.0340673922677658,0.2800091784664985
-64.556,Combine,0.1046394734240346,0.0352733780130156,0.288977062608248
-63.11,Combine,0.1082168008407181,0.0364551856060727,0.2980665599436168
-61.664,Combine,0.1119011422036857,0.0380914766708051,0.3061631530730447
-60.218,Combine,0.1156946469591446,0.0394280416565106,0.313936678153769
-58.77199999999999,Combine,0.1195994347544329,0.0411799276383108,0.3217738845894481
-57.32599999999999,Combine,0.1236175893230023,0.042800656309964,0.329694119845456
-55.879999999999995,Combine,0.1277511520644725,0.0440747801249,0.3388842082030086
-54.434,Combine,0.1320021153240715,0.0453850404934936,0.3489360332521249
-52.988,Combine,0.1363724153779656,0.0467331978238313,0.3590086833091487
-51.542,Combine,0.1408639251333413,0.0481231595545133,0.3669935289998541
-50.096,Combine,0.1454784465546332,0.0495523572542917,0.3743886217081438
-48.64999999999999,Combine,0.1502177028299806,0.0512463155935417,0.3826248975241101
