Offense,WinRate_NoPlant,WinRate_Plant
GodL,17.24137931034483,60.0
OUG,7.142857142857142,67.44186046511628
Q9,18.51851851851852,71.7948717948718
SPG,26.923076923076923,71.73913043478261
Wolves,20.454545454545457,75.0
XROCK,9.523809523809524,79.3103448275862
